frame.number,frame.time_epoch,eth.src,eth.dst,goose.gocbRef,goose.stNum,goose.sqNum
"438","1775746547.344230000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"439","1775746547.344253000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"440","1775746547.840763000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"441","1775746547.842254000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"442","1775746547.927241000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"443","1775746548.346177000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"444","1775746548.346211000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"445","1775746548.847280000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"446","1775746548.849286000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"447","1775746548.927747000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"448","1775746549.347551000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"449","1775746549.347577000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"450","1775746549.858511000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"451","1775746549.860506000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"452","1775746549.989836000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"453","1775746550.350227000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"454","1775746550.350260000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"455","1775746551.032906000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"456","1775746551.034335000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"457","1775746551.036420000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"458","1775746551.040203000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"459","1775746551.040368000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"460","1775746551.349709000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"461","1775746551.349730000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"462","1775746551.546164000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"463","1775746551.546503000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"464","1775746551.549362000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"465","1775746551.550462000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"466","1775746551.554014000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"467","1775746551.560063000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"468","1775746552.042936000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"469","1775746552.063291000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"470","1775746552.107754000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"471","1775746552.351747000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"472","1775746552.351761000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"473","1775746553.043999000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"474","1775746553.069829000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"475","1775746553.074183000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"476","1775746553.074184000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"477","1775746553.122816000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"478","1775746553.354539000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"479","1775746553.354583000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"480","1775746554.082214000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"481","1775746554.123679000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"482","1775746554.127247000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"483","1775746554.353899000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"484","1775746554.353916000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"485","1775746555.088356000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"486","1775746555.091490000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"487","1775746555.124879000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"488","1775746555.357267000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"489","1775746555.357293000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"490","1775746556.049553000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"491","1775746556.052595000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"492","1775746556.126428000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"493","1775746556.358670000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"494","1775746556.358691000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"495","1775746557.119242000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"496","1775746557.121350000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"497","1775746557.127695000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"498","1775746557.360412000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"499","1775746557.360437000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"500","1775746558.132871000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"501","1775746558.136234000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"502","1775746558.226317000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"503","1775746558.361738000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"504","1775746558.361756000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"505","1775746559.148145000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"506","1775746559.149948000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"507","1775746559.227102000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"508","1775746559.365138000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"509","1775746559.365163000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"510","1775746560.057729000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"511","1775746560.059940000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"512","1775746560.227438000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"513","1775746560.368938000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"514","1775746560.368967000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"515","1775746561.089034000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"516","1775746561.091335000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"517","1775746561.091337000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"518","1775746561.091435000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"519","1775746561.227802000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"520","1775746561.370447000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"521","1775746561.370471000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"522","1775746561.633201000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"523","1775746561.633231000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"524","1775746561.634398000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"525","1775746561.635496000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"526","1775746561.636391000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"527","1775746561.637317000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"528","1775746561.638182000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"529","1775746561.638343000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"530","1775746561.639243000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"531","1775746561.641462000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"532","1775746562.143348000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"533","1775746562.188032000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"534","1775746562.254358000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"535","1775746562.372940000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"536","1775746562.372965000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"537","1775746563.152607000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"538","1775746563.154262000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"539","1775746563.156563000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"540","1775746563.199879000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"541","1775746563.255229000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"542","1775746563.376050000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"543","1775746563.376077000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"544","1775746564.081435000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"545","1775746564.132468000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"546","1775746564.256740000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"547","1775746564.378005000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"548","1775746564.378144000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"549","1775746565.090295000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"550","1775746565.094031000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"551","1775746565.258066000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"552","1775746565.378818000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"553","1775746565.378837000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"554","1775746566.099475000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"555","1775746566.101275000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"556","1775746566.342371000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"557","1775746566.379696000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"558","1775746566.379728000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"559","1775746567.147926000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"560","1775746567.150499000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"561","1775746567.343570000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"562","1775746567.382922000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"563","1775746567.382961000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"564","1775746568.059290000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"565","1775746568.060722000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"566","1775746568.346280000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"567","1775746568.386242000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"568","1775746568.386282000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"569","1775746569.068263000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"570","1775746569.070273000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"571","1775746569.347856000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"572","1775746569.387339000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"573","1775746569.387360000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"574","1775746570.074033000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"575","1775746570.076448000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"576","1775746570.392246000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"577","1775746570.392279000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"578","1775746570.398220000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"579","1775746571.083243000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"580","1775746571.086440000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"581","1775746571.086442000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"582","1775746571.086513000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"583","1775746571.393760000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"584","1775746571.393802000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"585","1775746571.429418000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"586","1775746571.637543000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"587","1775746571.637584000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"588","1775746571.638936000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"589","1775746571.640038000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"590","1775746571.641284000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"591","1775746571.642471000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"592","1775746571.643109000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"593","1775746571.644187000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"594","1775746571.645133000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"595","1775746571.646434000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"596","1775746571.648762000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"597","1775746572.193381000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"598","1775746572.235340000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"599","1775746572.394354000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"600","1775746572.394371000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"601","1775746572.450351000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"602","1775746573.398353000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"603","1775746573.398399000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"604","1775746573.404267000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"605","1775746573.410768000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"606","1775746573.410771000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"607","1775746573.458560000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"608","1775746573.459549000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"609","1775746574.317604000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"610","1775746574.359707000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"611","1775746574.399285000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"612","1775746574.399312000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"613","1775746574.558116000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"614","1775746575.325721000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"615","1775746575.327536000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"616","1775746575.400281000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"617","1775746575.400309000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"618","1775746575.558989000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"619","1775746576.332220000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"620","1775746576.334369000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"621","1775746576.402713000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"622","1775746576.402730000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"623","1775746576.575360000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"624","1775746577.344415000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"625","1775746577.347105000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"626","1775746577.404028000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"627","1775746577.404056000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"628","1775746577.744951000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"629","1775746578.348055000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"630","1775746578.349486000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"631","1775746578.406704000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"632","1775746578.406733000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"633","1775746578.825993000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"634","1775746579.259764000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"635","1775746579.260984000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"636","1775746579.408296000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"637","1775746579.408321000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"638","1775746579.827063000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"639","1775746580.269172000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"640","1775746580.269977000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"641","1775746580.411082000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"642","1775746580.411125000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"643","1775746580.840031000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"644","1775746581.285647000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"645","1775746581.286681000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"646","1775746581.287675000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"647","1775746581.287691000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"648","1775746581.412380000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"649","1775746581.412405000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"650","1775746581.729363000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"651","1775746581.729395000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"652","1775746581.730511000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"653","1775746581.731409000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"654","1775746581.732308000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"655","1775746581.738050000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"656","1775746581.738230000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"657","1775746581.739235000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"658","1775746581.740047000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"659","1775746581.742050000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"660","1775746581.841901000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"661","1775746582.344490000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"662","1775746582.387833000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"663","1775746582.414199000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"664","1775746582.414222000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"665","1775746582.896110000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"666","1775746583.251445000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"667","1775746583.252235000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"668","1775746583.252236000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"669","1775746583.294207000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"670","1775746583.416441000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"671","1775746583.416463000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"672","1775746583.897076000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"673","1775746584.261108000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"674","1775746584.303491000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"675","1775746584.419737000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"676","1775746584.419771000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"677","1775746584.897974000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"678","1775746585.270280000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"679","1775746585.271466000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"680","1775746585.421500000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"681","1775746585.421523000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"682","1775746585.901574000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"683","1775746586.284291000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"684","1775746586.286309000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"685","1775746586.427372000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"686","1775746586.427400000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"687","1775746587.005303000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"688","1775746587.293240000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"689","1775746587.297977000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"690","1775746587.431310000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"691","1775746587.431356000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"692","1775746588.007654000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"693","1775746588.283405000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"694","1775746588.284097000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"695","1775746588.430892000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"696","1775746588.430916000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"697","1775746589.010145000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"698","1775746589.287514000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"699","1775746589.288207000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"700","1775746589.438284000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"701","1775746589.438333000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"702","1775746590.011058000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"703","1775746590.294268000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"704","1775746590.295268000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"705","1775746590.438429000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"706","1775746590.438632000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"707","1775746591.071658000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"708","1775746591.304503000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"709","1775746591.305167000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"710","1775746591.306144000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"711","1775746591.306205000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"712","1775746591.438526000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"713","1775746591.438544000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"714","1775746591.752244000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"715","1775746591.752365000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"716","1775746591.752958000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"717","1775746591.753095000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"718","1775746591.754224000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"719","1775746591.754238000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"720","1775746591.800458000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"721","1775746592.072782000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"722","1775746592.256813000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"723","1775746592.258086000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"724","1775746592.439755000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
