frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len
1771246598.887662968,192.168.100.10,192.168.100.20,2404,47010,18
1771246599.897020608,192.168.100.10,192.168.100.20,2404,47010,18
1771246599.897586269,192.168.100.20,192.168.100.10,47010,2404,6
1771246600.001328900,192.168.100.20,192.168.100.10,47010,2404,16
1771246600.004295181,192.168.100.10,192.168.100.20,2404,47010,16
1771246600.004295239,192.168.100.10,192.168.100.20,2404,47010,30
1771246600.005344166,192.168.100.10,192.168.100.20,2404,47010,79
1771246600.919216611,192.168.100.10,192.168.100.20,2404,47010,18
1771246601.925627413,192.168.100.10,192.168.100.20,2404,47010,18
1771246601.926290795,192.168.100.20,192.168.100.10,47010,2404,6
1771246602.835891717,192.168.100.10,192.168.100.20,2404,47010,18
1771246603.845679759,192.168.100.10,192.168.100.20,2404,47010,18
1771246604.855308324,192.168.100.10,192.168.100.20,2404,47010,18
1771246605.862750642,192.168.100.10,192.168.100.20,2404,47010,18
1771246606.871986833,192.168.100.10,192.168.100.20,2404,47010,18
1771246607.879130051,192.168.100.10,192.168.100.20,2404,47010,18
1771246608.889650875,192.168.100.10,192.168.100.20,2404,47010,18
1771246609.897952693,192.168.100.10,192.168.100.20,2404,47010,18
1771246609.899861149,192.168.100.20,192.168.100.10,47010,2404,6
1771246610.088077399,192.168.100.20,192.168.100.10,47010,2404,16
1771246610.089819732,192.168.100.10,192.168.100.20,2404,47010,16
1771246610.089819811,192.168.100.10,192.168.100.20,2404,47010,30
1771246610.091528439,192.168.100.10,192.168.100.20,2404,47010,79
1771246610.897090196,192.168.100.10,192.168.100.20,2404,47010,18
1771246611.903435543,192.168.100.10,192.168.100.20,2404,47010,18
1771246611.904881807,192.168.100.20,192.168.100.10,47010,2404,6
1771246612.913665894,192.168.100.10,192.168.100.20,2404,47010,18
1771246613.920062622,192.168.100.10,192.168.100.20,2404,47010,18
1771246614.925031507,192.168.100.10,192.168.100.20,2404,47010,18
1771246615.932763151,192.168.100.10,192.168.100.20,2404,47010,18
1771246616.938824578,192.168.100.10,192.168.100.20,2404,47010,18
1771246617.946943374,192.168.100.10,192.168.100.20,2404,47010,18
1771246618.851665426,192.168.100.10,192.168.100.20,2404,47010,18
1771246619.858902996,192.168.100.10,192.168.100.20,2404,47010,18
1771246619.860277406,192.168.100.20,192.168.100.10,47010,2404,6
1771246620.170502078,192.168.100.20,192.168.100.10,47010,2404,16
1771246620.175580202,192.168.100.10,192.168.100.20,2404,47010,16
1771246620.176656632,192.168.100.10,192.168.100.20,2404,47010,30
1771246620.179645796,192.168.100.10,192.168.100.20,2404,47010,20
1771246620.181195131,192.168.100.10,192.168.100.20,2404,47010,23
1771246620.183559444,192.168.100.10,192.168.100.20,2404,47010,20
1771246620.184806621,192.168.100.10,192.168.100.20,2404,47010,16
1771246620.892743983,192.168.100.10,192.168.100.20,2404,47010,18
1771246621.903167716,192.168.100.10,192.168.100.20,2404,47010,18
1771246621.904514001,192.168.100.20,192.168.100.10,47010,2404,6
1771246622.914066863,192.168.100.10,192.168.100.20,2404,47010,18
1771246623.923620161,192.168.100.10,192.168.100.20,2404,47010,18
1771246624.936290241,192.168.100.10,192.168.100.20,2404,47010,18
1771246625.951083978,192.168.100.10,192.168.100.20,2404,47010,18
1771246626.960909977,192.168.100.10,192.168.100.20,2404,47010,18
1771246627.868129880,192.168.100.10,192.168.100.20,2404,47010,18
1771246628.881957223,192.168.100.10,192.168.100.20,2404,47010,18
1771246629.891153081,192.168.100.10,192.168.100.20,2404,47010,18
1771246629.891914543,192.168.100.20,192.168.100.10,47010,2404,6
1771246630.200078318,192.168.100.20,192.168.100.10,47010,2404,16
1771246630.203439374,192.168.100.10,192.168.100.20,2404,47010,16
1771246630.203439456,192.168.100.10,192.168.100.20,2404,47010,30
1771246630.207906717,192.168.100.10,192.168.100.20,2404,47010,79
1771246630.911248940,192.168.100.10,192.168.100.20,2404,47010,18
1771246631.917668326,192.168.100.10,192.168.100.20,2404,47010,18
1771246631.918520362,192.168.100.20,192.168.100.10,47010,2404,6
1771246632.929813198,192.168.100.10,192.168.100.20,2404,47010,18
1771246633.936643878,192.168.100.10,192.168.100.20,2404,47010,18
1771246634.947131228,192.168.100.10,192.168.100.20,2404,47010,18
1771246635.954152607,192.168.100.10,192.168.100.20,2404,47010,18
1771246636.969223319,192.168.100.10,192.168.100.20,2404,47010,18
1771246637.880200917,192.168.100.10,192.168.100.20,2404,47010,18
1771246638.889222532,192.168.100.10,192.168.100.20,2404,47010,18
1771246639.896888293,192.168.100.10,192.168.100.20,2404,47010,18
1771246639.899206966,192.168.100.20,192.168.100.10,47010,2404,6
1771246640.294597375,192.168.100.20,192.168.100.10,47010,2404,16
1771246640.296833192,192.168.100.10,192.168.100.20,2404,47010,16
1771246640.297654268,192.168.100.10,192.168.100.20,2404,47010,30
1771246640.299867972,192.168.100.10,192.168.100.20,2404,47010,79
1771246640.902491154,192.168.100.10,192.168.100.20,2404,47010,18
1771246641.911349486,192.168.100.10,192.168.100.20,2404,47010,18
1771246641.912667372,192.168.100.20,192.168.100.10,47010,2404,6
1771246642.921181385,192.168.100.10,192.168.100.20,2404,47010,18
1771246643.927610753,192.168.100.10,192.168.100.20,2404,47010,18
1771246644.940808375,192.168.100.10,192.168.100.20,2404,47010,18
1771246645.957022175,192.168.100.10,192.168.100.20,2404,47010,18
1771246646.968285762,192.168.100.10,192.168.100.20,2404,47010,18
1771246647.977279549,192.168.100.10,192.168.100.20,2404,47010,18
1771246648.988957843,192.168.100.10,192.168.100.20,2404,47010,18
1771246649.897653791,192.168.100.10,192.168.100.20,2404,47010,18
1771246649.898432958,192.168.100.20,192.168.100.10,47010,2404,6
1771246650.385143296,192.168.100.20,192.168.100.10,47010,2404,16
1771246650.388318435,192.168.100.10,192.168.100.20,2404,47010,16
1771246650.389498263,192.168.100.10,192.168.100.20,2404,47010,30
1771246650.392555253,192.168.100.10,192.168.100.20,2404,47010,20
1771246650.392556232,192.168.100.10,192.168.100.20,2404,47010,23
1771246650.397516682,192.168.100.10,192.168.100.20,2404,47010,36
1771246650.895840156,192.168.100.10,192.168.100.20,2404,47010,18
1771246651.905347030,192.168.100.10,192.168.100.20,2404,47010,18
1771246651.906947666,192.168.100.20,192.168.100.10,47010,2404,6
1771246652.917063755,192.168.100.10,192.168.100.20,2404,47010,18
1771246653.928730720,192.168.100.10,192.168.100.20,2404,47010,18
1771246654.937282141,192.168.100.10,192.168.100.20,2404,47010,18
1771246655.946630728,192.168.100.10,192.168.100.20,2404,47010,18
1771246656.952358738,192.168.100.10,192.168.100.20,2404,47010,18
1771246657.960705803,192.168.100.10,192.168.100.20,2404,47010,18
1771246658.967570569,192.168.100.10,192.168.100.20,2404,47010,18
1771246659.975932756,192.168.100.10,192.168.100.20,2404,47010,18
1771246659.977220060,192.168.100.20,192.168.100.10,47010,2404,6
1771246660.392788894,192.168.100.20,192.168.100.10,47010,2404,16
1771246660.399164656,192.168.100.10,192.168.100.20,2404,47010,16
1771246660.400354307,192.168.100.10,192.168.100.20,2404,47010,30
1771246660.403999591,192.168.100.10,192.168.100.20,2404,47010,20
1771246660.405223927,192.168.100.10,192.168.100.20,2404,47010,23
1771246660.408249414,192.168.100.10,192.168.100.20,2404,47010,20
1771246660.410689164,192.168.100.10,192.168.100.20,2404,47010,16
1771246660.915054055,192.168.100.10,192.168.100.20,2404,47010,18
1771246661.923501463,192.168.100.10,192.168.100.20,2404,47010,18
1771246661.923941393,192.168.100.20,192.168.100.10,47010,2404,6
1771246662.932279654,192.168.100.10,192.168.100.20,2404,47010,18
1771246663.940555697,192.168.100.10,192.168.100.20,2404,47010,18
1771246664.949216126,192.168.100.10,192.168.100.20,2404,47010,18
1771246665.958507656,192.168.100.10,192.168.100.20,2404,47010,18
1771246666.967391150,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.447360318,192.168.100.10,192.168.100.20,2404,47010,79
1771246667.487767502,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.527321997,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.567203735,192.168.100.20,192.168.100.10,47010,2404,6
1771246667.607080057,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.647213806,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.687351727,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.727299289,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.767230974,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.807198936,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.847249883,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.887254271,192.168.100.10,192.168.100.20,2404,47010,18
1771246667.927227809,192.168.100.20,192.168.100.10,47010,2404,6
1771246667.967105745,192.168.100.20,192.168.100.10,47010,2404,16
1771246667.974472997,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.007259529,192.168.100.10,192.168.100.20,2404,47010,16
1771246668.027229664,192.168.100.10,192.168.100.20,2404,47010,30
1771246668.067381823,192.168.100.10,192.168.100.20,2404,47010,79
1771246668.107087486,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.147220657,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.187175500,192.168.100.20,192.168.100.10,47010,2404,6
1771246668.227262307,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.267199087,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.307243901,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.347217837,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.387236385,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.427346039,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.467102573,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.507054374,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.547218152,192.168.100.20,192.168.100.10,47010,2404,6
1771246668.587264613,192.168.100.20,192.168.100.10,47010,2404,16
1771246668.627238668,192.168.100.10,192.168.100.20,2404,47010,16
1771246668.647281701,192.168.100.10,192.168.100.20,2404,47010,30
1771246668.688173620,192.168.100.10,192.168.100.20,2404,47010,20
1771246668.707194798,192.168.100.10,192.168.100.20,2404,47010,23
1771246668.747045323,192.168.100.10,192.168.100.20,2404,47010,20
1771246668.767373542,192.168.100.10,192.168.100.20,2404,47010,16
1771246668.807282494,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.847297665,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.887210450,192.168.100.20,192.168.100.10,47010,2404,6
1771246668.927237098,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.967057930,192.168.100.10,192.168.100.20,2404,47010,18
1771246668.978705494,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.007121511,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.047211963,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.087211892,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.127222129,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.167180330,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.207316590,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.247246207,192.168.100.20,192.168.100.10,47010,2404,6
1771246669.287238272,192.168.100.20,192.168.100.10,47010,2404,16
1771246669.327584243,192.168.100.10,192.168.100.20,2404,47010,16
1771246669.347233423,192.168.100.10,192.168.100.20,2404,47010,30
1771246669.387245023,192.168.100.10,192.168.100.20,2404,47010,20
1771246669.407203499,192.168.100.10,192.168.100.20,2404,47010,23
1771246669.447278041,192.168.100.10,192.168.100.20,2404,47010,20
1771246669.467243317,192.168.100.10,192.168.100.20,2404,47010,16
1771246669.507333336,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.547330195,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.587222799,192.168.100.20,192.168.100.10,47010,2404,6
1771246669.627260728,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.667521484,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.707181896,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.747329502,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.787341071,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.827338501,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.867219591,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.907221757,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.947252070,192.168.100.20,192.168.100.10,47010,2404,6
1771246669.985874524,192.168.100.10,192.168.100.20,2404,47010,18
1771246669.986167640,192.168.100.20,192.168.100.10,47010,2404,6
1771246669.987275645,192.168.100.20,192.168.100.10,47010,2404,16
1771246670.027249873,192.168.100.10,192.168.100.20,2404,47010,16
1771246670.047236415,192.168.100.10,192.168.100.20,2404,47010,30
1771246670.087250837,192.168.100.10,192.168.100.20,2404,47010,79
1771246670.127227745,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.167268897,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.207278008,192.168.100.20,192.168.100.10,47010,2404,6
1771246670.247245144,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.287124359,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.327322690,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.367062292,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.407263865,192.168.100.10,192.168.100.20,2404,47010,18
1771246670.428961036,192.168.100.20,192.168.100.10,47010,2404,16
1771246670.430493305,192.168.100.10,192.168.100.20,2404,47010,16
1771246670.431467452,192.168.100.10,192.168.100.20,2404,47010,30
1771246670.432130138,192.168.100.10,192.168.100.20,2404,47010,20
1771246670.432922530,192.168.100.10,192.168.100.20,2404,47010,23
1771246670.433268339,192.168.100.10,192.168.100.20,2404,47010,20
1771246670.433268586,192.168.100.10,192.168.100.20,2404,47010,16
1771246670.940181161,192.168.100.10,192.168.100.20,2404,47010,18
1771246671.952011079,192.168.100.10,192.168.100.20,2404,47010,18
1771246671.953448674,192.168.100.20,192.168.100.10,47010,2404,6
1771246672.964541922,192.168.100.10,192.168.100.20,2404,47010,18
1771246673.974744743,192.168.100.10,192.168.100.20,2404,47010,18
1771246674.983119754,192.168.100.10,192.168.100.20,2404,47010,18
1771246675.991361177,192.168.100.10,192.168.100.20,2404,47010,18
1771246677.001137377,192.168.100.10,192.168.100.20,2404,47010,18
1771246678.015151297,192.168.100.10,192.168.100.20,2404,47010,18
1771246679.024209373,192.168.100.10,192.168.100.20,2404,47010,18
1771246679.940120649,192.168.100.10,192.168.100.20,2404,47010,18
1771246679.940575700,192.168.100.20,192.168.100.10,47010,2404,6
1771246680.516142818,192.168.100.20,192.168.100.10,47010,2404,16
1771246680.518112167,192.168.100.10,192.168.100.20,2404,47010,16
1771246680.519144236,192.168.100.10,192.168.100.20,2404,47010,30
1771246680.519614518,192.168.100.10,192.168.100.20,2404,47010,20
1771246680.520320939,192.168.100.10,192.168.100.20,2404,47010,23
1771246680.521395457,192.168.100.10,192.168.100.20,2404,47010,20
1771246680.521879427,192.168.100.10,192.168.100.20,2404,47010,16
1771246681.024459910,192.168.100.10,192.168.100.20,2404,47010,18
1771246681.934999626,192.168.100.10,192.168.100.20,2404,47010,18
1771246681.938186349,192.168.100.20,192.168.100.10,47010,2404,6
1771246682.961740914,192.168.100.10,192.168.100.20,2404,47010,18
1771246683.971730525,192.168.100.10,192.168.100.20,2404,47010,18
1771246684.980207975,192.168.100.10,192.168.100.20,2404,47010,18
1771246685.989210271,192.168.100.10,192.168.100.20,2404,47010,18
1771246686.999588974,192.168.100.10,192.168.100.20,2404,47010,18
1771246688.006020779,192.168.100.10,192.168.100.20,2404,47010,18
1771246689.017676389,192.168.100.10,192.168.100.20,2404,47010,18
1771246690.023665420,192.168.100.10,192.168.100.20,2404,47010,18
1771246690.024113580,192.168.100.20,192.168.100.10,47010,2404,6
1771246690.528476520,192.168.100.20,192.168.100.10,47010,2404,16
1771246690.533445146,192.168.100.10,192.168.100.20,2404,47010,16
1771246690.533445793,192.168.100.10,192.168.100.20,2404,47010,30
1771246690.535234062,192.168.100.10,192.168.100.20,2404,47010,79
1771246691.039073773,192.168.100.10,192.168.100.20,2404,47010,18
1771246691.945321218,192.168.100.10,192.168.100.20,2404,47010,18
1771246691.946066218,192.168.100.20,192.168.100.10,47010,2404,6
1771246692.955496503,192.168.100.10,192.168.100.20,2404,47010,18
1771246693.964112934,192.168.100.10,192.168.100.20,2404,47010,18
1771246694.969809714,192.168.100.10,192.168.100.20,2404,47010,18
1771246695.979268079,192.168.100.10,192.168.100.20,2404,47010,18
1771246696.991262880,192.168.100.10,192.168.100.20,2404,47010,18
1771246697.999923902,192.168.100.10,192.168.100.20,2404,47010,18
1771246699.006733647,192.168.100.10,192.168.100.20,2404,47010,18
1771246700.012930298,192.168.100.10,192.168.100.20,2404,47010,18
1771246700.013343933,192.168.100.20,192.168.100.10,47010,2404,6
1771246700.607078909,192.168.100.20,192.168.100.10,47010,2404,16
1771246700.612375426,192.168.100.10,192.168.100.20,2404,47010,16
1771246700.614905572,192.168.100.10,192.168.100.20,2404,47010,30
1771246700.616003702,192.168.100.10,192.168.100.20,2404,47010,20
1771246700.617940102,192.168.100.10,192.168.100.20,2404,47010,23
1771246700.621196304,192.168.100.10,192.168.100.20,2404,47010,20
1771246700.622179332,192.168.100.10,192.168.100.20,2404,47010,16
1771246701.025859339,192.168.100.10,192.168.100.20,2404,47010,18
1771246702.035401120,192.168.100.10,192.168.100.20,2404,47010,18
1771246702.039924488,192.168.100.20,192.168.100.10,47010,2404,6
1771246703.050882294,192.168.100.10,192.168.100.20,2404,47010,18
1771246703.964624046,192.168.100.10,192.168.100.20,2404,47010,18
1771246704.972365023,192.168.100.10,192.168.100.20,2404,47010,18
1771246705.984432251,192.168.100.10,192.168.100.20,2404,47010,18
1771246706.999557025,192.168.100.10,192.168.100.20,2404,47010,18
1771246708.011938457,192.168.100.10,192.168.100.20,2404,47010,18
1771246709.020389542,192.168.100.10,192.168.100.20,2404,47010,18
1771246710.028930786,192.168.100.10,192.168.100.20,2404,47010,18
1771246710.029632317,192.168.100.20,192.168.100.10,47010,2404,6
1771246710.614409068,192.168.100.20,192.168.100.10,47010,2404,16
1771246710.615312322,192.168.100.10,192.168.100.20,2404,47010,16
1771246710.615312378,192.168.100.10,192.168.100.20,2404,47010,30
1771246710.616223884,192.168.100.10,192.168.100.20,2404,47010,79
1771246711.018015842,192.168.100.10,192.168.100.20,2404,47010,18
1771246712.025085758,192.168.100.10,192.168.100.20,2404,47010,18
1771246712.025423523,192.168.100.20,192.168.100.10,47010,2404,6
1771246713.031566992,192.168.100.10,192.168.100.20,2404,47010,18
1771246714.041786009,192.168.100.10,192.168.100.20,2404,47010,18
1771246715.049871622,192.168.100.10,192.168.100.20,2404,47010,18
1771246716.064782159,192.168.100.10,192.168.100.20,2404,47010,18
1771246716.979972073,192.168.100.10,192.168.100.20,2404,47010,18
1771246717.993778131,192.168.100.10,192.168.100.20,2404,47010,18
1771246719.015987560,192.168.100.10,192.168.100.20,2404,47010,18
1771246720.036589199,192.168.100.10,192.168.100.20,2404,47010,18
1771246720.037645800,192.168.100.20,192.168.100.10,47010,2404,6
1771246720.653346878,192.168.100.20,192.168.100.10,47010,2404,16
1771246720.656911014,192.168.100.10,192.168.100.20,2404,47010,16
1771246720.656911551,192.168.100.10,192.168.100.20,2404,47010,30
1771246720.657797933,192.168.100.10,192.168.100.20,2404,47010,79
1771246721.058801546,192.168.100.10,192.168.100.20,2404,47010,18
1771246722.065220765,192.168.100.10,192.168.100.20,2404,47010,18
1771246722.065670992,192.168.100.20,192.168.100.10,47010,2404,6
1771246722.982832337,192.168.100.10,192.168.100.20,2404,47010,18
1771246723.991038537,192.168.100.10,192.168.100.20,2404,47010,18
1771246724.999115661,192.168.100.10,192.168.100.20,2404,47010,18
1771246726.004204834,192.168.100.10,192.168.100.20,2404,47010,18
1771246727.009009724,192.168.100.10,192.168.100.20,2404,47010,18
1771246728.019325350,192.168.100.10,192.168.100.20,2404,47010,18
1771246729.026045637,192.168.100.10,192.168.100.20,2404,47010,18
1771246730.033148802,192.168.100.10,192.168.100.20,2404,47010,18
1771246730.033634340,192.168.100.20,192.168.100.10,47010,2404,6
1771246730.675119994,192.168.100.20,192.168.100.10,47010,2404,16
1771246730.678323331,192.168.100.10,192.168.100.20,2404,47010,16
1771246730.678323578,192.168.100.10,192.168.100.20,2404,47010,30
1771246730.678323598,192.168.100.10,192.168.100.20,2404,47010,79
1771246731.082972340,192.168.100.10,192.168.100.20,2404,47010,18
1771246732.088062527,192.168.100.10,192.168.100.20,2404,47010,18
1771246732.089153760,192.168.100.20,192.168.100.10,47010,2404,6
1771246732.998053785,192.168.100.10,192.168.100.20,2404,47010,18
1771246734.005926158,192.168.100.10,192.168.100.20,2404,47010,18
1771246735.018798395,192.168.100.10,192.168.100.20,2404,47010,18
1771246736.025798984,192.168.100.10,192.168.100.20,2404,47010,18
1771246737.031857314,192.168.100.10,192.168.100.20,2404,47010,18
1771246738.040484934,192.168.100.10,192.168.100.20,2404,47010,18
1771246739.047576509,192.168.100.10,192.168.100.20,2404,47010,18
1771246740.055109838,192.168.100.10,192.168.100.20,2404,47010,18
1771246740.055379358,192.168.100.20,192.168.100.10,47010,2404,6
1771246740.712575460,192.168.100.20,192.168.100.10,47010,2404,16
1771246740.715837843,192.168.100.10,192.168.100.20,2404,47010,16
1771246740.715838345,192.168.100.10,192.168.100.20,2404,47010,30
1771246740.718000032,192.168.100.10,192.168.100.20,2404,47010,79
1771246741.020349771,192.168.100.10,192.168.100.20,2404,47010,18
1771246742.027777422,192.168.100.10,192.168.100.20,2404,47010,18
1771246742.028457959,192.168.100.20,192.168.100.10,47010,2404,6
1771246743.038745059,192.168.100.10,192.168.100.20,2404,47010,18
1771246744.048252906,192.168.100.10,192.168.100.20,2404,47010,18
1771246745.054858147,192.168.100.10,192.168.100.20,2404,47010,18
1771246746.067577060,192.168.100.10,192.168.100.20,2404,47010,18
1771246747.070750665,192.168.100.10,192.168.100.20,2404,47010,18
1771246748.077944177,192.168.100.10,192.168.100.20,2404,47010,18
1771246749.086766122,192.168.100.10,192.168.100.20,2404,47010,18
1771246750.094531589,192.168.100.10,192.168.100.20,2404,47010,18
1771246750.094797530,192.168.100.20,192.168.100.10,47010,2404,6
1771246750.719079434,192.168.100.20,192.168.100.10,47010,2404,16
1771246750.720365867,192.168.100.10,192.168.100.20,2404,47010,16
1771246750.720366132,192.168.100.10,192.168.100.20,2404,47010,30
1771246750.720898086,192.168.100.10,192.168.100.20,2404,47010,79
1771246751.023208305,192.168.100.10,192.168.100.20,2404,47010,18
1771246752.031937674,192.168.100.10,192.168.100.20,2404,47010,18
1771246752.032191000,192.168.100.20,192.168.100.10,47010,2404,6
1771246753.037586150,192.168.100.10,192.168.100.20,2404,47010,18
1771246754.041614039,192.168.100.10,192.168.100.20,2404,47010,18
