frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len
1771243270.827981968,192.168.100.10,192.168.100.20,2404,47010,23
1771243270.829551110,192.168.100.10,192.168.100.20,2404,47010,20
1771243270.829981553,192.168.100.10,192.168.100.20,2404,47010,16
1771243271.132161050,192.168.100.10,192.168.100.20,2404,47010,18
1771243272.140259362,192.168.100.10,192.168.100.20,2404,47010,18
1771243272.141100908,192.168.100.20,192.168.100.10,47010,2404,6
1771243273.152159391,192.168.100.10,192.168.100.20,2404,47010,18
1771243274.159074999,192.168.100.10,192.168.100.20,2404,47010,18
1771243275.166004487,192.168.100.10,192.168.100.20,2404,47010,18
1771243276.181499391,192.168.100.10,192.168.100.20,2404,47010,18
1771243277.195388390,192.168.100.10,192.168.100.20,2404,47010,18
1771243278.103374650,192.168.100.10,192.168.100.20,2404,47010,18
1771243279.112355406,192.168.100.10,192.168.100.20,2404,47010,18
1771243280.126826822,192.168.100.10,192.168.100.20,2404,47010,18
1771243280.127506544,192.168.100.20,192.168.100.10,47010,2404,6
1771243280.911100314,192.168.100.20,192.168.100.10,47010,2404,16
1771243280.913018942,192.168.100.10,192.168.100.20,2404,47010,16
1771243280.913019001,192.168.100.10,192.168.100.20,2404,47010,30
1771243280.915090463,192.168.100.10,192.168.100.20,2404,47010,79
1771243281.115471557,192.168.100.10,192.168.100.20,2404,47010,18
1771243282.124547153,192.168.100.10,192.168.100.20,2404,47010,18
1771243282.125892252,192.168.100.20,192.168.100.10,47010,2404,6
1771243283.136783318,192.168.100.10,192.168.100.20,2404,47010,18
1771243284.146896309,192.168.100.10,192.168.100.20,2404,47010,18
1771243285.154460208,192.168.100.10,192.168.100.20,2404,47010,18
1771243286.163768424,192.168.100.10,192.168.100.20,2404,47010,18
1771243287.172887350,192.168.100.10,192.168.100.20,2404,47010,18
1771243288.183419504,192.168.100.10,192.168.100.20,2404,47010,18
1771243289.197631679,192.168.100.10,192.168.100.20,2404,47010,18
1771243290.115561957,192.168.100.10,192.168.100.20,2404,47010,18
1771243290.116711146,192.168.100.20,192.168.100.10,47010,2404,6
1771243291.004603165,192.168.100.20,192.168.100.10,47010,2404,16
1771243291.008475475,192.168.100.10,192.168.100.20,2404,47010,16
1771243291.009391728,192.168.100.10,192.168.100.20,2404,47010,30
1771243291.012282072,192.168.100.10,192.168.100.20,2404,47010,20
1771243291.013158190,192.168.100.10,192.168.100.20,2404,47010,23
1771243291.013872875,192.168.100.10,192.168.100.20,2404,47010,20
1771243291.015237501,192.168.100.10,192.168.100.20,2404,47010,16
1771243291.116697847,192.168.100.10,192.168.100.20,2404,47010,18
1771243292.129459684,192.168.100.10,192.168.100.20,2404,47010,18
1771243292.131860212,192.168.100.20,192.168.100.10,47010,2404,6
1771243293.147083969,192.168.100.10,192.168.100.20,2404,47010,18
1771243294.154173610,192.168.100.10,192.168.100.20,2404,47010,18
1771243295.163936852,192.168.100.10,192.168.100.20,2404,47010,18
1771243296.175526354,192.168.100.10,192.168.100.20,2404,47010,18
1771243297.180922493,192.168.100.10,192.168.100.20,2404,47010,18
1771243298.190711987,192.168.100.10,192.168.100.20,2404,47010,18
1771243299.198123447,192.168.100.10,192.168.100.20,2404,47010,18
1771243300.210724657,192.168.100.10,192.168.100.20,2404,47010,18
1771243300.211864632,192.168.100.20,192.168.100.10,47010,2404,6
1771243301.023825720,192.168.100.20,192.168.100.10,47010,2404,16
1771243301.028466602,192.168.100.10,192.168.100.20,2404,47010,16
1771243301.029696149,192.168.100.10,192.168.100.20,2404,47010,30
1771243301.031095827,192.168.100.10,192.168.100.20,2404,47010,20
1771243301.032924182,192.168.100.10,192.168.100.20,2404,47010,23
1771243301.035524391,192.168.100.10,192.168.100.20,2404,47010,20
1771243301.036500533,192.168.100.10,192.168.100.20,2404,47010,16
1771243301.138597519,192.168.100.10,192.168.100.20,2404,47010,18
1771243302.147367733,192.168.100.10,192.168.100.20,2404,47010,18
1771243302.149945283,192.168.100.20,192.168.100.10,47010,2404,6
1771243303.165395058,192.168.100.10,192.168.100.20,2404,47010,18
1771243304.173949045,192.168.100.10,192.168.100.20,2404,47010,18
1771243305.184451867,192.168.100.10,192.168.100.20,2404,47010,18
1771243306.193210251,192.168.100.10,192.168.100.20,2404,47010,18
1771243307.207216543,192.168.100.10,192.168.100.20,2404,47010,18
1771243308.214677548,192.168.100.10,192.168.100.20,2404,47010,18
1771243309.220574482,192.168.100.10,192.168.100.20,2404,47010,18
1771243310.227620050,192.168.100.10,192.168.100.20,2404,47010,18
1771243310.229036506,192.168.100.20,192.168.100.10,47010,2404,6
1771243311.090089591,192.168.100.20,192.168.100.10,47010,2404,16
1771243311.094690302,192.168.100.10,192.168.100.20,2404,47010,16
1771243311.095305336,192.168.100.10,192.168.100.20,2404,47010,30
1771243311.096305529,192.168.100.10,192.168.100.20,2404,47010,20
1771243311.097703923,192.168.100.10,192.168.100.20,2404,47010,23
1771243311.098876057,192.168.100.10,192.168.100.20,2404,47010,20
1771243311.099878361,192.168.100.10,192.168.100.20,2404,47010,16
1771243311.203443585,192.168.100.10,192.168.100.20,2404,47010,18
1771243312.212911680,192.168.100.10,192.168.100.20,2404,47010,18
1771243312.214046579,192.168.100.20,192.168.100.10,47010,2404,6
1771243313.223377985,192.168.100.10,192.168.100.20,2404,47010,18
1771243314.229523738,192.168.100.10,192.168.100.20,2404,47010,18
1771243315.235842490,192.168.100.10,192.168.100.20,2404,47010,18
1771243316.244744310,192.168.100.10,192.168.100.20,2404,47010,18
1771243317.151693578,192.168.100.10,192.168.100.20,2404,47010,18
1771243318.164347226,192.168.100.10,192.168.100.20,2404,47010,18
1771243319.179500662,192.168.100.10,192.168.100.20,2404,47010,18
1771243320.198962121,192.168.100.10,192.168.100.20,2404,47010,18
1771243320.200680740,192.168.100.20,192.168.100.10,47010,2404,6
1771243321.130156742,192.168.100.20,192.168.100.10,47010,2404,16
1771243321.132414678,192.168.100.10,192.168.100.20,2404,47010,16
1771243321.132414737,192.168.100.10,192.168.100.20,2404,47010,30
1771243321.134695102,192.168.100.10,192.168.100.20,2404,47010,79
1771243321.234144778,192.168.100.10,192.168.100.20,2404,47010,18
1771243322.248965742,192.168.100.10,192.168.100.20,2404,47010,18
1771243322.251580113,192.168.100.20,192.168.100.10,47010,2404,6
1771243323.170140133,192.168.100.10,192.168.100.20,2404,47010,18
1771243324.183636185,192.168.100.10,192.168.100.20,2404,47010,18
1771243325.190833651,192.168.100.10,192.168.100.20,2404,47010,18
1771243326.198172748,192.168.100.10,192.168.100.20,2404,47010,18
1771243327.204687873,192.168.100.10,192.168.100.20,2404,47010,18
1771243328.213063264,192.168.100.10,192.168.100.20,2404,47010,18
1771243329.224178969,192.168.100.10,192.168.100.20,2404,47010,18
1771243330.233790891,192.168.100.10,192.168.100.20,2404,47010,18
1771243330.234318177,192.168.100.20,192.168.100.10,47010,2404,6
1771243331.221043182,192.168.100.20,192.168.100.10,47010,2404,16
1771243331.223612711,192.168.100.10,192.168.100.20,2404,47010,16
1771243331.223612780,192.168.100.10,192.168.100.20,2404,47010,30
1771243331.224742043,192.168.100.10,192.168.100.20,2404,47010,97
1771243332.229791431,192.168.100.10,192.168.100.20,2404,47010,18
1771243332.230423209,192.168.100.20,192.168.100.10,47010,2404,6
1771243333.240010810,192.168.100.10,192.168.100.20,2404,47010,18
1771243334.251497191,192.168.100.10,192.168.100.20,2404,47010,18
1771243335.264807084,192.168.100.10,192.168.100.20,2404,47010,18
1771243336.175302273,192.168.100.10,192.168.100.20,2404,47010,18
1771243337.188664697,192.168.100.10,192.168.100.20,2404,47010,18
1771243338.197386493,192.168.100.10,192.168.100.20,2404,47010,18
1771243339.209798765,192.168.100.10,192.168.100.20,2404,47010,18
1771243340.220790736,192.168.100.10,192.168.100.20,2404,47010,18
1771243340.221399632,192.168.100.20,192.168.100.10,47010,2404,6
1771243341.234996066,192.168.100.10,192.168.100.20,2404,47010,18
1771243341.305710207,192.168.100.20,192.168.100.10,47010,2404,16
1771243341.307835047,192.168.100.10,192.168.100.20,2404,47010,16
1771243341.309297763,192.168.100.10,192.168.100.20,2404,47010,30
1771243341.309298286,192.168.100.10,192.168.100.20,2404,47010,79
1771243342.220762644,192.168.100.10,192.168.100.20,2404,47010,18
1771243343.236298195,192.168.100.10,192.168.100.20,2404,47010,18
1771243343.237122881,192.168.100.20,192.168.100.10,47010,2404,6
1771243344.252134663,192.168.100.10,192.168.100.20,2404,47010,18
1771243345.260264641,192.168.100.10,192.168.100.20,2404,47010,18
1771243346.268507808,192.168.100.10,192.168.100.20,2404,47010,18
1771243347.273036733,192.168.100.10,192.168.100.20,2404,47010,18
1771243348.282717174,192.168.100.10,192.168.100.20,2404,47010,18
1771243349.292706025,192.168.100.10,192.168.100.20,2404,47010,18
1771243350.208332259,192.168.100.10,192.168.100.20,2404,47010,18
1771243351.221798956,192.168.100.10,192.168.100.20,2404,47010,18
1771243351.223319566,192.168.100.20,192.168.100.10,47010,2404,6
1771243351.330667913,192.168.100.20,192.168.100.10,47010,2404,16
1771243351.335333928,192.168.100.10,192.168.100.20,2404,47010,16
1771243351.336924320,192.168.100.10,192.168.100.20,2404,47010,30
1771243351.338082756,192.168.100.10,192.168.100.20,2404,47010,20
1771243351.339168635,192.168.100.10,192.168.100.20,2404,47010,23
1771243351.340166462,192.168.100.10,192.168.100.20,2404,47010,20
1771243351.342572945,192.168.100.10,192.168.100.20,2404,47010,16
1771243352.249026819,192.168.100.10,192.168.100.20,2404,47010,18
1771243353.255709087,192.168.100.10,192.168.100.20,2404,47010,18
1771243353.257087336,192.168.100.20,192.168.100.10,47010,2404,6
1771243354.268525516,192.168.100.10,192.168.100.20,2404,47010,18
1771243355.280827501,192.168.100.10,192.168.100.20,2404,47010,18
1771243356.289124934,192.168.100.10,192.168.100.20,2404,47010,18
1771243357.296343178,192.168.100.10,192.168.100.20,2404,47010,18
1771243358.304150378,192.168.100.10,192.168.100.20,2404,47010,18
1771243359.309581621,192.168.100.10,192.168.100.20,2404,47010,18
1771243360.217711848,192.168.100.10,192.168.100.20,2404,47010,18
1771243361.227480808,192.168.100.10,192.168.100.20,2404,47010,18
1771243361.228903277,192.168.100.20,192.168.100.10,47010,2404,6
1771243361.414867405,192.168.100.20,192.168.100.10,47010,2404,16
1771243361.418757696,192.168.100.10,192.168.100.20,2404,47010,16
1771243361.420033999,192.168.100.10,192.168.100.20,2404,47010,30
1771243361.420816053,192.168.100.10,192.168.100.20,2404,47010,20
1771243361.422566369,192.168.100.10,192.168.100.20,2404,47010,23
1771243361.423208292,192.168.100.10,192.168.100.20,2404,47010,20
1771243361.424151533,192.168.100.10,192.168.100.20,2404,47010,16
1771243362.231806104,192.168.100.10,192.168.100.20,2404,47010,18
1771243363.240865409,192.168.100.10,192.168.100.20,2404,47010,18
1771243363.242083423,192.168.100.20,192.168.100.10,47010,2404,6
1771243364.251413887,192.168.100.10,192.168.100.20,2404,47010,18
1771243365.260116564,192.168.100.10,192.168.100.20,2404,47010,18
1771243366.269500677,192.168.100.10,192.168.100.20,2404,47010,18
1771243367.277568937,192.168.100.10,192.168.100.20,2404,47010,18
1771243368.289146104,192.168.100.10,192.168.100.20,2404,47010,18
1771243369.302596424,192.168.100.10,192.168.100.20,2404,47010,18
1771243370.314185146,192.168.100.10,192.168.100.20,2404,47010,18
1771243371.325072014,192.168.100.10,192.168.100.20,2404,47010,18
1771243371.326150761,192.168.100.20,192.168.100.10,47010,2404,6
1771243371.496596778,192.168.100.20,192.168.100.10,47010,2404,16
1771243371.501953290,192.168.100.10,192.168.100.20,2404,47010,16
1771243371.503234611,192.168.100.10,192.168.100.20,2404,47010,30
1771243371.504158958,192.168.100.10,192.168.100.20,2404,47010,20
1771243371.506137575,192.168.100.10,192.168.100.20,2404,47010,23
1771243371.509960544,192.168.100.10,192.168.100.20,2404,47010,20
1771243371.511217047,192.168.100.10,192.168.100.20,2404,47010,16
1771243372.318450698,192.168.100.10,192.168.100.20,2404,47010,18
1771243373.324144234,192.168.100.10,192.168.100.20,2404,47010,18
1771243373.324687200,192.168.100.20,192.168.100.10,47010,2404,6
1771243374.234076366,192.168.100.10,192.168.100.20,2404,47010,18
1771243375.239975113,192.168.100.10,192.168.100.20,2404,47010,18
1771243376.247895890,192.168.100.10,192.168.100.20,2404,47010,18
1771243377.257360203,192.168.100.10,192.168.100.20,2404,47010,18
1771243378.270758381,192.168.100.10,192.168.100.20,2404,47010,18
1771243379.280063436,192.168.100.10,192.168.100.20,2404,47010,18
1771243380.293306833,192.168.100.10,192.168.100.20,2404,47010,18
1771243381.300478399,192.168.100.10,192.168.100.20,2404,47010,18
1771243381.301333363,192.168.100.20,192.168.100.10,47010,2404,6
1771243381.577000617,192.168.100.20,192.168.100.10,47010,2404,16
1771243381.587154612,192.168.100.10,192.168.100.20,2404,47010,16
1771243381.588423717,192.168.100.10,192.168.100.20,2404,47010,30
1771243381.593190126,192.168.100.10,192.168.100.20,2404,47010,20
1771243381.595098064,192.168.100.10,192.168.100.20,2404,47010,23
1771243381.599139750,192.168.100.10,192.168.100.20,2404,47010,20
1771243381.600122432,192.168.100.10,192.168.100.20,2404,47010,16
1771243382.306009321,192.168.100.10,192.168.100.20,2404,47010,18
1771243383.314634834,192.168.100.10,192.168.100.20,2404,47010,18
1771243383.315865656,192.168.100.20,192.168.100.10,47010,2404,6
1771243384.325325241,192.168.100.10,192.168.100.20,2404,47010,18
1771243385.334780379,192.168.100.10,192.168.100.20,2404,47010,18
1771243386.343201617,192.168.100.10,192.168.100.20,2404,47010,18
1771243387.252757893,192.168.100.10,192.168.100.20,2404,47010,18
1771243388.263438101,192.168.100.10,192.168.100.20,2404,47010,18
1771243389.271398323,192.168.100.10,192.168.100.20,2404,47010,18
1771243390.278421755,192.168.100.10,192.168.100.20,2404,47010,18
1771243391.284910706,192.168.100.10,192.168.100.20,2404,47010,18
1771243391.285369654,192.168.100.20,192.168.100.10,47010,2404,6
1771243391.594560247,192.168.100.20,192.168.100.10,47010,2404,16
1771243391.597111697,192.168.100.10,192.168.100.20,2404,47010,16
1771243391.597111849,192.168.100.10,192.168.100.20,2404,47010,30
1771243391.599106145,192.168.100.10,192.168.100.20,2404,47010,79
1771243392.303142378,192.168.100.10,192.168.100.20,2404,47010,18
1771243393.312828092,192.168.100.10,192.168.100.20,2404,47010,18
1771243393.313569224,192.168.100.20,192.168.100.10,47010,2404,6
1771243394.323816950,192.168.100.10,192.168.100.20,2404,47010,18
1771243395.331708527,192.168.100.10,192.168.100.20,2404,47010,18
1771243396.337641671,192.168.100.10,192.168.100.20,2404,47010,18
1771243397.344445618,192.168.100.10,192.168.100.20,2404,47010,18
1771243398.350608820,192.168.100.10,192.168.100.20,2404,47010,18
1771243399.259672769,192.168.100.10,192.168.100.20,2404,47010,18
1771243400.267954126,192.168.100.10,192.168.100.20,2404,47010,18
1771243401.275386120,192.168.100.10,192.168.100.20,2404,47010,18
1771243401.277490547,192.168.100.20,192.168.100.10,47010,2404,6
1771243401.655776524,192.168.100.20,192.168.100.10,47010,2404,16
1771243401.663845046,192.168.100.10,192.168.100.20,2404,47010,16
1771243401.663845930,192.168.100.10,192.168.100.20,2404,47010,30
1771243401.668240846,192.168.100.10,192.168.100.20,2404,47010,79
1771243402.269614316,192.168.100.10,192.168.100.20,2404,47010,18
1771243403.282688581,192.168.100.10,192.168.100.20,2404,47010,18
1771243403.285690350,192.168.100.20,192.168.100.10,47010,2404,6
1771243404.295374638,192.168.100.10,192.168.100.20,2404,47010,18
1771243405.305245375,192.168.100.10,192.168.100.20,2404,47010,18
1771243406.310141266,192.168.100.10,192.168.100.20,2404,47010,18
1771243407.317630191,192.168.100.10,192.168.100.20,2404,47010,18
1771243408.324207484,192.168.100.10,192.168.100.20,2404,47010,18
1771243409.331136142,192.168.100.10,192.168.100.20,2404,47010,18
1771243410.340516843,192.168.100.10,192.168.100.20,2404,47010,18
1771243411.348394840,192.168.100.10,192.168.100.20,2404,47010,18
1771243411.349762021,192.168.100.20,192.168.100.10,47010,2404,6
1771243411.676119909,192.168.100.20,192.168.100.10,47010,2404,16
1771243411.681382923,192.168.100.10,192.168.100.20,2404,47010,16
1771243411.681383708,192.168.100.10,192.168.100.20,2404,47010,30
1771243411.681383999,192.168.100.10,192.168.100.20,2404,47010,43
1771243411.683617487,192.168.100.10,192.168.100.20,2404,47010,36
1771243412.286036595,192.168.100.10,192.168.100.20,2404,47010,18
1771243413.294869133,192.168.100.10,192.168.100.20,2404,47010,18
1771243413.296300918,192.168.100.20,192.168.100.10,47010,2404,6
1771243414.307253266,192.168.100.10,192.168.100.20,2404,47010,18
1771243415.318099015,192.168.100.10,192.168.100.20,2404,47010,18
1771243416.331576834,192.168.100.10,192.168.100.20,2404,47010,18
1771243417.344630950,192.168.100.10,192.168.100.20,2404,47010,18
1771243418.356434493,192.168.100.10,192.168.100.20,2404,47010,18
1771243419.368568915,192.168.100.10,192.168.100.20,2404,47010,18
1771243420.380985432,192.168.100.10,192.168.100.20,2404,47010,18
1771243421.288029816,192.168.100.10,192.168.100.20,2404,47010,18
1771243421.288586924,192.168.100.20,192.168.100.10,47010,2404,6
1771243421.716811195,192.168.100.20,192.168.100.10,47010,2404,16
1771243421.719487583,192.168.100.10,192.168.100.20,2404,47010,16
1771243421.720673413,192.168.100.10,192.168.100.20,2404,47010,30
1771243421.721430794,192.168.100.10,192.168.100.20,2404,47010,79
1771243422.326627693,192.168.100.10,192.168.100.20,2404,47010,18
1771243423.332799251,192.168.100.10,192.168.100.20,2404,47010,18
1771243423.334149303,192.168.100.20,192.168.100.10,47010,2404,6
1771243424.345631087,192.168.100.10,192.168.100.20,2404,47010,18
1771243425.354508372,192.168.100.10,192.168.100.20,2404,47010,18
1771243426.364131553,192.168.100.10,192.168.100.20,2404,47010,18
1771243427.372608608,192.168.100.10,192.168.100.20,2404,47010,18
1771243428.378126253,192.168.100.10,192.168.100.20,2404,47010,18
1771243429.387231869,192.168.100.10,192.168.100.20,2404,47010,18
1771243430.395965141,192.168.100.10,192.168.100.20,2404,47010,18
1771243431.304967018,192.168.100.10,192.168.100.20,2404,47010,18
1771243431.307113699,192.168.100.20,192.168.100.10,47010,2404,6
1771243431.752892624,192.168.100.20,192.168.100.10,47010,2404,16
1771243431.758001438,192.168.100.10,192.168.100.20,2404,47010,16
1771243431.760621898,192.168.100.10,192.168.100.20,2404,47010,30
1771243431.761778952,192.168.100.10,192.168.100.20,2404,47010,20
1771243431.764099078,192.168.100.10,192.168.100.20,2404,47010,23
1771243431.769348888,192.168.100.10,192.168.100.20,2404,47010,20
1771243431.771378324,192.168.100.10,192.168.100.20,2404,47010,16
1771243432.381039730,192.168.100.10,192.168.100.20,2404,47010,18
1771243433.390185209,192.168.100.10,192.168.100.20,2404,47010,18
1771243433.392606682,192.168.100.20,192.168.100.10,47010,2404,6
1771243434.403980958,192.168.100.10,192.168.100.20,2404,47010,18
1771243435.313627463,192.168.100.10,192.168.100.20,2404,47010,18
1771243436.326784424,192.168.100.10,192.168.100.20,2404,47010,18
1771243437.338113736,192.168.100.10,192.168.100.20,2404,47010,18
1771243438.350025339,192.168.100.10,192.168.100.20,2404,47010,18
1771243439.359804271,192.168.100.10,192.168.100.20,2404,47010,18
1771243440.367474841,192.168.100.10,192.168.100.20,2404,47010,18
1771243441.376310433,192.168.100.10,192.168.100.20,2404,47010,18
1771243441.376925291,192.168.100.20,192.168.100.10,47010,2404,6
1771243441.796728124,192.168.100.20,192.168.100.10,47010,2404,16
1771243441.803368344,192.168.100.10,192.168.100.20,2404,47010,16
1771243441.805136617,192.168.100.10,192.168.100.20,2404,47010,30
1771243441.809181236,192.168.100.10,192.168.100.20,2404,47010,20
1771243441.811764934,192.168.100.10,192.168.100.20,2404,47010,23
1771243441.812777641,192.168.100.10,192.168.100.20,2404,47010,20
1771243441.816702531,192.168.100.10,192.168.100.20,2404,47010,16
1771243442.321284965,192.168.100.10,192.168.100.20,2404,47010,18
1771243443.329910021,192.168.100.10,192.168.100.20,2404,47010,18
1771243443.330633365,192.168.100.20,192.168.100.10,47010,2404,6
1771243444.339042293,192.168.100.10,192.168.100.20,2404,47010,18
1771243445.347006673,192.168.100.10,192.168.100.20,2404,47010,18
1771243446.359181814,192.168.100.10,192.168.100.20,2404,47010,18
1771243447.366627609,192.168.100.10,192.168.100.20,2404,47010,18
1771243448.380056380,192.168.100.10,192.168.100.20,2404,47010,18
1771243449.392295449,192.168.100.10,192.168.100.20,2404,47010,18
1771243450.402154739,192.168.100.10,192.168.100.20,2404,47010,18
1771243451.411066358,192.168.100.10,192.168.100.20,2404,47010,18
1771243451.412510053,192.168.100.20,192.168.100.10,47010,2404,6
1771243451.886776779,192.168.100.20,192.168.100.10,47010,2404,16
1771243451.892503315,192.168.100.10,192.168.100.20,2404,47010,16
1771243451.893640402,192.168.100.10,192.168.100.20,2404,47010,30
1771243451.893641207,192.168.100.10,192.168.100.20,2404,47010,20
1771243451.893641320,192.168.100.10,192.168.100.20,2404,47010,23
1771243451.896325511,192.168.100.10,192.168.100.20,2404,47010,20
1771243451.899775308,192.168.100.10,192.168.100.20,2404,47010,16
1771243452.404091045,192.168.100.10,192.168.100.20,2404,47010,18
1771243453.412408423,192.168.100.10,192.168.100.20,2404,47010,18
1771243453.412883806,192.168.100.20,192.168.100.10,47010,2404,6
1771243454.422883554,192.168.100.10,192.168.100.20,2404,47010,18
1771243455.429740499,192.168.100.10,192.168.100.20,2404,47010,18
1771243456.337320338,192.168.100.10,192.168.100.20,2404,47010,18
1771243457.349662778,192.168.100.10,192.168.100.20,2404,47010,18
1771243458.361524326,192.168.100.10,192.168.100.20,2404,47010,18
1771243459.372625982,192.168.100.10,192.168.100.20,2404,47010,18
1771243460.384340999,192.168.100.10,192.168.100.20,2404,47010,18
1771243461.396336361,192.168.100.10,192.168.100.20,2404,47010,18
1771243461.396773972,192.168.100.20,192.168.100.10,47010,2404,6
1771243461.970001140,192.168.100.20,192.168.100.10,47010,2404,16
1771243461.973837633,192.168.100.10,192.168.100.20,2404,47010,16
1771243461.975392104,192.168.100.10,192.168.100.20,2404,47010,30
1771243461.976463550,192.168.100.10,192.168.100.20,2404,47010,20
1771243461.979635583,192.168.100.10,192.168.100.20,2404,47010,23
1771243461.979636221,192.168.100.10,192.168.100.20,2404,47010,20
1771243461.981023222,192.168.100.10,192.168.100.20,2404,47010,16
1771243462.387830171,192.168.100.10,192.168.100.20,2404,47010,18
