tcp.stream,window_id,score,reasons,packets,stale_count,backward_count,jump_count,repeat_fp_count,alarm,window_start_epoch,window_end_epoch
0,590603136,0,,2,0,0,0,0,False,1771809408,1771809411
0,590603137,0,,9,0,0,0,0,False,1771809411,1771809414
0,590603138,0,,3,0,0,0,0,False,1771809414,1771809417
0,590603139,0,,3,0,0,0,0,False,1771809417,1771809420
0,590603140,0,,6,0,0,0,0,False,1771809420,1771809423
0,590603141,0,,3,0,0,0,0,False,1771809423,1771809426
0,590603142,0,,3,0,0,0,0,False,1771809426,1771809429
0,590603143,0,,9,0,0,0,0,False,1771809429,1771809432
0,590603144,0,,3,0,0,0,0,False,1771809432,1771809435
0,590603145,0,,3,0,0,0,0,False,1771809435,1771809438
0,590603146,0,,3,0,0,0,0,False,1771809438,1771809441
0,590603147,0,,6,0,0,0,0,False,1771809441,1771809444
0,590603148,0,,3,0,0,0,0,False,1771809444,1771809447
0,590603149,0,,3,0,0,0,0,False,1771809447,1771809450
0,590603150,0,,6,0,0,0,0,False,1771809450,1771809453
0,590603151,0,,3,0,0,0,0,False,1771809453,1771809456
0,590603152,0,,3,0,0,0,0,False,1771809456,1771809459
0,590603153,0,,9,0,0,0,0,False,1771809459,1771809462
0,590603154,0,,3,0,0,0,0,False,1771809462,1771809465
0,590603155,0,,3,0,0,0,0,False,1771809465,1771809468
0,590603156,0,,3,0,0,0,0,False,1771809468,1771809471
0,590603157,0,,6,0,0,0,0,False,1771809471,1771809474
0,590603158,0,,3,0,0,0,0,False,1771809474,1771809477
0,590603159,0,,3,0,0,0,0,False,1771809477,1771809480
0,590603160,0,,6,0,0,0,0,False,1771809480,1771809483
0,590603161,0,,3,0,0,0,0,False,1771809483,1771809486
0,590603162,0,,3,0,0,0,0,False,1771809486,1771809489
0,590603163,0,,9,0,0,0,0,False,1771809489,1771809492
0,590603164,0,,3,0,0,0,0,False,1771809492,1771809495
0,590603165,0,,3,0,0,0,0,False,1771809495,1771809498
0,590603166,0,,3,0,0,0,0,False,1771809498,1771809501
0,590603167,0,,9,0,0,0,0,False,1771809501,1771809504
0,590603168,0,,3,0,0,0,0,False,1771809504,1771809507
0,590603169,0,,3,0,0,0,0,False,1771809507,1771809510
0,590603170,0,,8,0,0,0,0,False,1771809510,1771809513
0,590603171,0,,3,0,0,0,0,False,1771809513,1771809516
0,590603172,0,,3,0,0,0,0,False,1771809516,1771809519
0,590603173,0,,3,0,0,0,0,False,1771809519,1771809522
0,590603174,0,,9,0,0,0,0,False,1771809522,1771809525
0,590603175,0,,3,0,0,0,0,False,1771809525,1771809528
0,590603176,0,,3,0,0,0,0,False,1771809528,1771809531
0,590603177,0,,6,0,0,0,0,False,1771809531,1771809534
0,590603178,0,,3,0,0,0,0,False,1771809534,1771809537
0,590603179,0,,3,0,0,0,0,False,1771809537,1771809540
0,590603180,0,,6,0,0,0,0,False,1771809540,1771809543
0,590603181,0,,3,0,0,0,0,False,1771809543,1771809546
0,590603182,0,,3,0,0,0,0,False,1771809546,1771809549
0,590603183,0,,3,0,0,0,0,False,1771809549,1771809552
0,590603184,0,,9,0,0,0,0,False,1771809552,1771809555
0,590603185,0,,3,0,0,0,0,False,1771809555,1771809558
0,590603186,0,,3,0,0,0,0,False,1771809558,1771809561
0,590603187,0,,9,0,0,0,0,False,1771809561,1771809564
0,590603188,0,,3,0,0,0,0,False,1771809564,1771809567
0,590603189,0,,3,0,0,0,0,False,1771809567,1771809570
0,590603190,0,,6,0,0,0,0,False,1771809570,1771809573
0,590603191,0,,3,0,0,0,0,False,1771809573,1771809576
0,590603192,0,,3,0,0,0,0,False,1771809576,1771809579
0,590603193,0,,1,0,0,0,0,False,1771809579,1771809582
1,590603137,0,,1,0,0,0,0,False,1771809411,1771809414
1,590603140,0,,1,0,0,0,0,False,1771809420,1771809423
1,590603143,0,,1,0,0,0,0,False,1771809429,1771809432
1,590603147,0,,1,0,0,0,0,False,1771809441,1771809444
1,590603150,0,,1,0,0,0,0,False,1771809450,1771809453
1,590603153,0,,1,0,0,0,0,False,1771809459,1771809462
1,590603157,0,,1,0,0,0,0,False,1771809471,1771809474
1,590603160,0,,1,0,0,0,0,False,1771809480,1771809483
1,590603163,0,,1,0,0,0,0,False,1771809489,1771809492
1,590603167,0,,1,0,0,0,0,False,1771809501,1771809504
1,590603170,0,,1,0,0,0,0,False,1771809510,1771809513
1,590603174,0,,1,0,0,0,0,False,1771809522,1771809525
1,590603177,0,,1,0,0,0,0,False,1771809531,1771809534
1,590603180,0,,1,0,0,0,0,False,1771809540,1771809543
1,590603184,0,,1,0,0,0,0,False,1771809552,1771809555
1,590603187,0,,1,0,0,0,0,False,1771809561,1771809564
1,590603190,0,,1,0,0,0,0,False,1771809570,1771809573
