frame.time_epoch,ip.src,ip.dst,tcp.len,tcp.payload,time_epoch,tcp.stream,payload_bytes,is_i_frame,ns,nr,asdu_bytes,backward_ns,jump_ns,asdu_fp,fp_total_count,is_rare_fp,stale_fp,fp_age_s,window_id,repeat_fp_count,high_rep_density
1771809450.710578,192.168.100.10,192.168.100.20,18,681050eeb23e0b01010001006e00000b4000,1771809450.710578,0,b'h\x10P\xee\xb2>\x0b\x01\x01\x00\x01\x00n\x00\x00\x0b@\x00',True,30504,8025,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x0b@\x00',False,False,5f3a9768b79482a107360e0f9caedc5d730f2116,1,True,False,0.0,354361890,0,False
1771809451.723729,192.168.100.10,192.168.100.20,18,681052eeb23e0b01010001006e00000c4000,1771809451.723729,0,b'h\x10R\xee\xb2>\x0b\x01\x01\x00\x01\x00n\x00\x00\x0c@\x00',True,30505,8025,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x0c@\x00',False,False,90e1b104331b5a56a91ce483fada24943f470f51,1,True,False,0.0,354361890,0,False
1771809451.775541,192.168.100.10,192.168.100.20,16,680e54eeb43e64010703010000000014,1771809451.775541,0,b'h\x0eT\xee\xb4>d\x01\x07\x03\x01\x00\x00\x00\x00\x14',True,30506,8026,b'd\x01\x07\x03\x01\x00\x00\x00\x00\x14',False,False,fe894bba52d504171840b3e044e3c5bf04624b44,17,False,False,40.3279869556427,354361890,0,False
1771809451.775541,192.168.100.10,192.168.100.20,30,681c56eeb43e0b0314000100640000ffff00650000170000660000fc0800,1771809451.775541,0,b'h\x1cV\xee\xb4>\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',True,30507,8026,b'\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',False,False,4d6a7c4a5a118047e9930151a7ef59d4a75992fc,17,False,False,40.327353954315186,354361890,0,False
1771809451.777299,192.168.100.10,192.168.100.20,79,681258eeb43e010214000100680000016900000068155aeeb43e0188140001002c0100010001000100010068125ceeb43e070114000100f40100aaaa000000680e5eeeb43e64010a03010000000014,1771809451.777299,0,"b'h\x12X\xee\xb4>\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00h\x15Z\xee\xb4>\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00h\x12\\\xee\xb4>\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00h\x0e^\xee\xb4>d\x01\n\x03\x01\x00\x00\x00\x00\x14'",True,30508,8026,"b'\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00h\x15Z\xee\xb4>\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00h\x12\\\xee\xb4>\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00h\x0e^\xee\xb4>d\x01\n\x03\x01\x00\x00\x00\x00\x14'",False,False,7e95e6b6660ed1c5868593747b747850d1e59f2a,1,True,False,0.0,354361890,0,False
1771809452.683084,192.168.100.10,192.168.100.20,18,681060eeb43e0b01010001006e00000d4000,1771809452.683084,0,b'h\x10`\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\r@\x00',True,30512,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\r@\x00',False,False,eed499552ff0408f6e7740a0b9254323e7442717,1,True,False,0.0,354361890,0,False
1771809453.693754,192.168.100.10,192.168.100.20,18,681062eeb43e0b01010001006e00000e4000,1771809453.693754,0,b'h\x10b\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x0e@\x00',True,30513,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x0e@\x00',False,False,25b020330927fc36d5844b92e1e032814fb7f272,1,True,False,0.0,354361890,0,False
1771809454.707715,192.168.100.10,192.168.100.20,18,681064eeb43e0b01010001006e00000f4000,1771809454.707715,0,b'h\x10d\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x0f@\x00',True,30514,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x0f@\x00',False,False,0ce49e851526f1eb0b9e324b136058b2ea5029a7,1,True,False,0.0,354361890,0,False
1771809455.712377,192.168.100.10,192.168.100.20,18,681066eeb43e0b01010001006e0000104000,1771809455.712377,0,b'h\x10f\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x10@\x00',True,30515,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x10@\x00',False,False,9cf8ea880eb29f00827c53a96a04d8f4c7a6faef,1,True,False,0.0,354361891,0,False
1771809456.719541,192.168.100.10,192.168.100.20,18,681068eeb43e0b01010001006e0000114000,1771809456.719541,0,b'h\x10h\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x11@\x00',True,30516,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x11@\x00',False,False,163854af8ab6110a9d310641570d4eea99147a1c,1,True,False,0.0,354361891,0,False
1771809457.727799,192.168.100.10,192.168.100.20,18,68106aeeb43e0b01010001006e0000124000,1771809457.727799,0,b'h\x10j\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x12@\x00',True,30517,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x12@\x00',False,False,72571ee0363176991fe1f8c9760078ab80f2c2f6,1,True,False,0.0,354361891,0,False
1771809458.737666,192.168.100.10,192.168.100.20,18,68106ceeb43e0b01010001006e0000134000,1771809458.737666,0,b'h\x10l\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x13@\x00',True,30518,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x13@\x00',False,False,1febacdf0b4119d12c59705d9b5dea1d2d9c2a80,1,True,False,0.0,354361891,0,False
1771809459.743937,192.168.100.10,192.168.100.20,18,68106eeeb43e0b01010001006e0000144000,1771809459.743937,0,b'h\x10n\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x14@\x00',True,30519,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x14@\x00',False,False,8e66e78cd1cc9c1f82cd60960d323495f67eaf63,1,True,False,0.0,354361891,0,False
1771809460.751735,192.168.100.10,192.168.100.20,18,681070eeb43e0b01010001006e0000154000,1771809460.751735,0,b'h\x10p\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x15@\x00',True,30520,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x15@\x00',False,False,4704f937d555dd9cc527b1ff26e59ea628ddb947,1,True,False,0.0,354361892,0,False
1771809461.760011,192.168.100.10,192.168.100.20,18,681072eeb43e0b01010001006e0000164000,1771809461.760011,0,b'h\x10r\xee\xb4>\x0b\x01\x01\x00\x01\x00n\x00\x00\x16@\x00',True,30521,8026,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x16@\x00',False,False,2568b2e6ed12b3fa6619a1fefb299cdd324ed555,1,True,False,0.0,354361892,0,False
1771809461.867342,192.168.100.10,192.168.100.20,16,680e74eeb63e64010703010000000014,1771809461.867342,0,b'h\x0et\xee\xb6>d\x01\x07\x03\x01\x00\x00\x00\x00\x14',True,30522,8027,b'd\x01\x07\x03\x01\x00\x00\x00\x00\x14',False,False,fe894bba52d504171840b3e044e3c5bf04624b44,17,False,False,50.419787883758545,354361892,0,False
1771809461.868238,192.168.100.10,192.168.100.20,30,681c76eeb63e0b0314000100640000ffff00650000170000660000fc0800,1771809461.868238,0,b'h\x1cv\xee\xb6>\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',True,30523,8027,b'\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',False,False,4d6a7c4a5a118047e9930151a7ef59d4a75992fc,17,False,False,50.420050859451294,354361892,0,False
1771809461.869669,192.168.100.10,192.168.100.20,20,681278eeb63e0102140001006800000169000000,1771809461.869669,0,b'h\x12x\xee\xb6>\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00',True,30524,8027,b'\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00',False,False,fadc9d4fdfc255b6e9a0ef4c195f970c043fe82f,9,False,False,50.42059087753296,354361892,0,False
1771809461.873065,192.168.100.10,192.168.100.20,23,68157aeeb63e0188140001002c01000100010001000100,1771809461.873065,0,"b'h\x15z\xee\xb6>\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00'",True,30525,8027,"b'\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00'",False,False,f5f93a4fa8e7f632f0ba937ed0d7fe6f19c46989,9,False,False,50.42364192008972,354361892,0,False
1771809461.876345,192.168.100.10,192.168.100.20,20,68127ceeb63e070114000100f40100aaaa000000,1771809461.876345,0,b'h\x12|\xee\xb6>\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00',True,30526,8027,b'\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00',False,False,82c1f9858b4cbf1fbfacfa36396d73786e095b75,8,False,False,50.426584005355835,354361892,0,False
1771809461.878315,192.168.100.10,192.168.100.20,16,680e7eeeb63e64010a03010000000014,1771809461.878315,0,b'h\x0e~\xee\xb6>d\x01\n\x03\x01\x00\x00\x00\x00\x14',True,30527,8027,b'd\x01\n\x03\x01\x00\x00\x00\x00\x14',False,False,6cc284694579e6427a4ad6f8fc6aa1cff67d7cda,8,False,False,50.42855405807495,354361892,0,False
1771809462.78757,192.168.100.10,192.168.100.20,18,681080eeb63e0b01010001006e0000174000,1771809462.78757,0,b'h\x10\x80\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x17@\x00',True,30528,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x17@\x00',False,False,e0c5d3fb8e7ce1da8136fbad3572d0b4aaa54606,1,True,False,0.0,354361892,0,False
1771809463.69591,192.168.100.10,192.168.100.20,18,681082eeb63e0b01010001006e0000184000,1771809463.69591,0,b'h\x10\x82\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x18@\x00',True,30529,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x18@\x00',False,False,ba570943d9a76258a83ee66b7e36a7f5a2312f9c,1,True,False,0.0,354361892,0,False
1771809464.705364,192.168.100.10,192.168.100.20,18,681084eeb63e0b01010001006e0000194000,1771809464.705364,0,b'h\x10\x84\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x19@\x00',True,30530,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x19@\x00',False,False,6d080d70c02ac9cc4a9cffc20fa4acf69c0b9f8d,1,True,False,0.0,354361892,0,False
1771809465.716386,192.168.100.10,192.168.100.20,18,681086eeb63e0b01010001006e00001a4000,1771809465.716386,0,b'h\x10\x86\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1a@\x00',True,30531,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1a@\x00',False,False,bf2ace61894c8a316a9e9ebcc08f5bbd0649bff0,1,True,False,0.0,354361893,0,False
1771809466.723215,192.168.100.10,192.168.100.20,18,681088eeb63e0b01010001006e00001b4000,1771809466.723215,0,b'h\x10\x88\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1b@\x00',True,30532,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1b@\x00',False,False,0049230114444d6b58dcbb3d105c9cf7e0b5b5b1,1,True,False,0.0,354361893,0,False
1771809467.729604,192.168.100.10,192.168.100.20,18,68108aeeb63e0b01010001006e00001c4000,1771809467.729604,0,b'h\x10\x8a\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1c@\x00',True,30533,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1c@\x00',False,False,647272ce4affe1db073217f3f996cc0b3990de3a,1,True,False,0.0,354361893,0,False
1771809468.737492,192.168.100.10,192.168.100.20,18,68108ceeb63e0b01010001006e00001d4000,1771809468.737492,0,b'h\x10\x8c\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1d@\x00',True,30534,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1d@\x00',False,False,ab8098ea4ec7d322e29399e4d0678661ae24b000,1,True,False,0.0,354361893,0,False
1771809469.744593,192.168.100.10,192.168.100.20,18,68108eeeb63e0b01010001006e00001e4000,1771809469.744593,0,b'h\x10\x8e\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1e@\x00',True,30535,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1e@\x00',False,False,adf2bc033fae4f830dae8415c2dcf33ed99ce5f6,1,True,False,0.0,354361893,0,False
1771809470.756132,192.168.100.10,192.168.100.20,18,681090eeb63e0b01010001006e00001f4000,1771809470.756132,0,b'h\x10\x90\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00\x1f@\x00',True,30536,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00\x1f@\x00',False,False,8f592a2d573d500fd21ff3262f59cad9a69026ec,1,True,False,0.0,354361894,0,False
1771809471.763305,192.168.100.10,192.168.100.20,18,681092eeb63e0b01010001006e0000204000,1771809471.763305,0,b'h\x10\x92\xee\xb6>\x0b\x01\x01\x00\x01\x00n\x00\x00 @\x00',True,30537,8027,b'\x0b\x01\x01\x00\x01\x00n\x00\x00 @\x00',False,False,6bc8ef5975e5fddae30aa850c3da9d352949a2c4,1,True,False,0.0,354361894,0,False
1771809471.940369,192.168.100.10,192.168.100.20,16,680e94eeb83e64010703010000000014,1771809471.940369,0,b'h\x0e\x94\xee\xb8>d\x01\x07\x03\x01\x00\x00\x00\x00\x14',True,30538,8028,b'd\x01\x07\x03\x01\x00\x00\x00\x00\x14',False,False,fe894bba52d504171840b3e044e3c5bf04624b44,17,False,False,60.492814779281616,354361894,0,False
1771809471.940369,192.168.100.10,192.168.100.20,30,681c96eeb83e0b0314000100640000ffff00650000170000660000fc0800,1771809471.940369,0,b'h\x1c\x96\xee\xb8>\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',True,30539,8028,b'\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',False,False,4d6a7c4a5a118047e9930151a7ef59d4a75992fc,17,False,False,60.4921817779541,354361894,0,False
1771809471.941486,192.168.100.10,192.168.100.20,79,681298eeb83e010214000100680000016900000068159aeeb83e0188140001002c0100010001000100010068129ceeb83e070114000100f40100aaaa000000680e9eeeb83e64010a03010000000014,1771809471.941486,0,"b'h\x12\x98\xee\xb8>\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00h\x15\x9a\xee\xb8>\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00h\x12\x9c\xee\xb8>\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00h\x0e\x9e\xee\xb8>d\x01\n\x03\x01\x00\x00\x00\x00\x14'",True,30540,8028,"b'\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00h\x15\x9a\xee\xb8>\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00h\x12\x9c\xee\xb8>\x07\x01\x14\x00\x01\x00\xf4\x01\x00\xaa\xaa\x00\x00\x00h\x0e\x9e\xee\xb8>d\x01\n\x03\x01\x00\x00\x00\x00\x14'",False,False,7371c810c7c19151e9c857fd056b24cadca60f5c,1,True,False,0.0,354361894,0,False
1771809472.746215,192.168.100.10,192.168.100.20,18,6810a0eeb83e0b01010001006e0000214000,1771809472.746215,0,b'h\x10\xa0\xee\xb8>\x0b\x01\x01\x00\x01\x00n\x00\x00!@\x00',True,30544,8028,b'\x0b\x01\x01\x00\x01\x00n\x00\x00!@\x00',False,False,78e745dc0889fa2c3ac421955718e46af6432ca4,1,True,False,0.0,354361894,0,False
1771809473.753648,192.168.100.10,192.168.100.20,18,6810a2eeb83e0b01010001006e0000224000,1771809473.753648,0,"b'h\x10\xa2\xee\xb8>\x0b\x01\x01\x00\x01\x00n\x00\x00""@\x00'",True,30545,8028,"b'\x0b\x01\x01\x00\x01\x00n\x00\x00""@\x00'",False,False,564e8919ad52e6a69be52a330469980bab62a851,1,True,False,0.0,354361894,0,False
1771809474.761539,192.168.100.10,192.168.100.20,18,6810a4eeb83e0b01010001006e0000234000,1771809474.761539,0,b'h\x10\xa4\xee\xb8>\x0b\x01\x01\x00\x01\x00n\x00\x00#@\x00',True,30546,8028,b'\x0b\x01\x01\x00\x01\x00n\x00\x00#@\x00',False,False,5dbe7a9a17bd71d67458bfd2cb9aa80ca30c29c2,1,True,False,0.0,354361894,0,False
1771809475.771912,192.168.100.10,192.168.100.20,18,6810a6eeb83e0b01010001006e0000244000,1771809475.771912,0,b'h\x10\xa6\xee\xb8>\x0b\x01\x01\x00\x01\x00n\x00\x00$@\x00',True,30547,8028,b'\x0b\x01\x01\x00\x01\x00n\x00\x00$@\x00',False,False,4bc08e301af9311f3931a31b2591d893d19259c4,1,True,False,0.0,354361895,0,False
1771809476.779471,192.168.100.10,192.168.100.20,18,6810a8eeb83e0b01010001006e0000254000,1771809476.779471,0,b'h\x10\xa8\xee\xb8>\x0b\x01\x01\x00\x01\x00n\x00\x00%@\x00',True,30548,8028,b'\x0b\x01\x01\x00\x01\x00n\x00\x00%@\x00',False,False,28aa255c8762dfa2b2c5bc017ae0316177c1994b,1,True,False,0.0,354361895,0,False
