frame.time_epoch,tcp.stream,ip.src,ip.dst,tcp.len,tcp.payload,time_epoch,payload_bytes,is_i_frame,ns,nr,asdu_bytes,backward_ns,jump_ns,asdu_fp,fp_total_count,is_rare_fp,stale_fp,fp_age_s,window_id,repeat_fp_count,high_rep_density
1771818013.752519,0,192.168.100.10,192.168.100.20,18,681018595a450b01010001006e0000776100,1771818013.752519,b'h\x10\x18YZE\x0b\x01\x01\x00\x01\x00n\x00\x00wa\x00',True,11404,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00wa\x00',False,False,aa2dab1afb6222e15787135ff064d13937b56363,1,True,False,0.0,177181801,0,False
1771818014.759893,0,192.168.100.10,192.168.100.20,18,68101a595a450b01010001006e0000786100,1771818014.759893,b'h\x10\x1aYZE\x0b\x01\x01\x00\x01\x00n\x00\x00xa\x00',True,11405,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00xa\x00',False,False,088f33afbc67b2b8cfe2a7428f876f3bb3776182,1,True,False,0.0,177181801,0,False
1771818015.766895,0,192.168.100.10,192.168.100.20,18,68101c595a450b01010001006e0000796100,1771818015.766895,b'h\x10\x1cYZE\x0b\x01\x01\x00\x01\x00n\x00\x00ya\x00',True,11406,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00ya\x00',False,False,4ca2fa49c45d9ae84658f48610c9bcb2891ff78a,1,True,False,0.0,177181801,0,False
1771818016.776596,0,192.168.100.10,192.168.100.20,18,68101e595a450b01010001006e00007a6100,1771818016.776596,b'h\x10\x1eYZE\x0b\x01\x01\x00\x01\x00n\x00\x00za\x00',True,11407,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00za\x00',False,False,276f9d384ca1555d000188709ee8c276197ebc47,1,True,False,0.0,177181801,0,False
1771818017.784174,0,192.168.100.10,192.168.100.20,18,681020595a450b01010001006e00007b6100,1771818017.784174,b'h\x10 YZE\x0b\x01\x01\x00\x01\x00n\x00\x00{a\x00',True,11408,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00{a\x00',False,False,a5f83e873dcb88a49b02a14f8b216b097b05518a,1,True,False,0.0,177181801,0,False
1771818018.692207,0,192.168.100.10,192.168.100.20,18,681022595a450b01010001006e00007c6100,1771818018.692207,"b'h\x10""YZE\x0b\x01\x01\x00\x01\x00n\x00\x00|a\x00'",True,11409,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00|a\x00',False,False,421ac6f862c461a6f808a5b8d826a8dfeacc667c,1,True,False,0.0,177181801,0,False
1771818019.702129,0,192.168.100.10,192.168.100.20,18,681024595a450b01010001006e00007d6100,1771818019.702129,b'h\x10$YZE\x0b\x01\x01\x00\x01\x00n\x00\x00}a\x00',True,11410,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00}a\x00',False,False,b25884516b54854916ec17a7dd4186b1b2d7784c,1,True,False,0.0,177181801,0,False
1771818020.715958,0,192.168.100.10,192.168.100.20,18,681026595a450b01010001006e00007e6100,1771818020.715958,b'h\x10&YZE\x0b\x01\x01\x00\x01\x00n\x00\x00~a\x00',True,11411,8877,b'\x0b\x01\x01\x00\x01\x00n\x00\x00~a\x00',False,False,5b08791d0e905dbc49b918af1521360aafe8f294,1,True,False,0.0,177181802,0,False
1771818021.556058,0,192.168.100.20,192.168.100.10,16,680e5a45285964010603010000000014,1771818021.556058,b'h\x0eZE(Yd\x01\x06\x03\x01\x00\x00\x00\x00\x14',True,8877,11412,b'd\x01\x06\x03\x01\x00\x00\x00\x00\x14',False,True,3eb07ebc1df23e6ba82f5916145a488233f11a40,20,False,False,20.123332977294922,177181802,0,False
1771818021.563048,0,192.168.100.10,192.168.100.20,16,680e28595c4564010703010000000014,1771818021.563048,b'h\x0e(Y\\Ed\x01\x07\x03\x01\x00\x00\x00\x00\x14',True,11412,8878,b'd\x01\x07\x03\x01\x00\x00\x00\x00\x14',False,True,fe894bba52d504171840b3e044e3c5bf04624b44,20,False,False,20.126871824264526,177181802,0,False
1771818021.563049,0,192.168.100.10,192.168.100.20,30,681c2a595c450b0314000100640000ffff00650000170000660000fc0800,1771818021.563049,b'h\x1c*Y\\E\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',True,11413,8878,b'\x0b\x03\x14\x00\x01\x00d\x00\x00\xff\xff\x00e\x00\x00\x17\x00\x00f\x00\x00\xfc\x08\x00',False,False,4d6a7c4a5a118047e9930151a7ef59d4a75992fc,20,False,False,20.126872062683105,177181802,0,False
1771818021.565484,0,192.168.100.10,192.168.100.20,20,68122c595c450102140001006800000169000000,1771818021.565484,"b'h\x12,Y\\E\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00'",True,11414,8878,b'\x01\x02\x14\x00\x01\x00h\x00\x00\x01i\x00\x00\x00',False,False,fadc9d4fdfc255b6e9a0ef4c195f970c043fe82f,7,False,False,0.0,177181802,0,False
1771818021.56783,0,192.168.100.10,192.168.100.20,23,68152e595c450188140001002c01000100010001000100,1771818021.56783,"b'h\x15.Y\\E\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00'",True,11415,8878,"b'\x01\x88\x14\x00\x01\x00,\x01\x00\x01\x00\x01\x00\x01\x00\x01\x00'",False,False,f5f93a4fa8e7f632f0ba937ed0d7fe6f19c46989,7,False,False,0.0,177181802,0,False
